a0,a1,a2,a3,a4,a5,a6,a7,a8
1511228105,67,86,67,29,67,60777,68,62
1511228406,67,49,67,59,67,60756,68,62
1511228705,67,85,67,43,67,60769,68,62
1511229006,67,70,67,35,67,60760,68,62
1511229306,68,0,68,0,68,61119,68,62
1511229605,68,75,68,35,68,61289,68,62
1511229905,68,56,68,47,68,61434,68,62
1511230205,68,41,68,53,68,61753,68,62
1511230506,67,33,67,55,67,61855,68,62
1511230807,67,33,67,63,67,61963,68,62
1511231106,67,36,67,62,67,61935,68,62
1511231405,67,21,67,42,67,61945,68,62
1511231707,67,50,67,24,67,62004,68,62
1511232005,67,29,67,23,67,62033,68,62
1511232306,67,97,67,24,67,62184,68,62
1511232606,67,79,67,48,67,62301,68,62
1511232906,67,188,67,43,67,62371,68,62
1511233205,67,136,67,30,67,62440,68,62
1511233505,66,100,66,64,66,62733,68,62
1511233805,66,54,66,55,66,62843,68,62
1511234105,67,33,67,61,67,62827,68,62
1511234406,67,80,67,34,67,62814,68,62
1511234706,67,59,67,61,67,62827,68,62
1511235006,67,50,67,57,67,62838,68,62
1511235305,67,30,67,68,67,62900,68,62
1511235605,67,27,67,65,67,62730,68,62
1511235905,67,52,67,71,67,62620,68,62
1511236205,67,16,67,53,67,62691,68,62
1511236506,67,10,67,87,67,62662,68,62
1511236806,67,13,67,69,67,62645,68,62
1511237106,67,62,67,58,67,62513,68,62
1511237406,67,26,67,98,67,62390,68,62
1511237705,67,23,67,108,67,62319,68,62
1511238005,67,70,67,25,67,62361,68,62
1511238306,67,36,67,122,67,62300,68,62
1511238605,67,86,67,84,67,61896,68,62
1511238905,67,43,67,73,67,61810,68,62
1511239205,67,47,67,85,67,61699,68,62
1511239506,67,58,67,106,67,61668,68,62
1511239805,67,82,67,31,67,61579,68,62
1511240106,67,46,67,75,67,61516,68,62
1511240407,67,45,67,27,67,61466,68,62
1511240706,66,88,66,21,66,61424,68,62
1511241005,67,79,67,15,67,61431,68,62
1511241305,67,34,67,26,67,60708,68,62
1511241605,67,38,67,74,67,60386,68,62
1511241906,67,34,67,40,67,59905,68,62
1511242205,67,49,67,54,67,59459,68,62
1511242505,67,41,67,59,67,59248,68,62
1511242807,67,41,67,65,67,58638,68,62
1511243106,67,109,67,45,67,58400,68,62
1511243406,68,13,68,77,68,58836,68,62
1511243706,69,469,69,46,69,60833,69,62
1511244005,68,29,68,27,68,61645,69,62
1511244306,69,73,69,35,69,62009,69,62
1511244606,68,67,68,33,68,62026,69,62
1511244905,68,64,68,178,68,61963,69,62
1511245205,68,41,68,37,68,62173,69,62
1511245505,68,67,68,81,68,62508,69,62
1511245805,68,86,68,14,68,62710,69,62
1511246105,68,81,68,14,68,62698,69,62
1511246405,68,55,68,45,68,62685,69,62
1511246705,68,83,68,14,68,62644,69,62
1511247006,68,35,68,27,68,62592,69,62
1511247306,68,34,68,70,68,62715,69,62
1511247606,68,67,68,63,68,62654,69,62
1511247905,68,83,68,28,68,62424,69,62
1511248206,68,76,68,24,68,62165,69,62
1511248505,68,48,68,37,68,61932,69,62
1511248805,68,89,68,38,68,61838,69,62
1511249105,68,50,68,42,68,61741,69,62
1511249405,68,42,68,75,68,61712,69,62
1511249706,68,83,68,22,68,61653,69,62
1511250007,68,81,68,41,68,61611,69,62
1511250305,68,78,68,25,68,61385,69,62
1511250606,68,58,68,34,68,61237,69,62
1511250906,68,46,68,45,68,61187,69,62
1511251205,68,75,68,41,68,60768,69,62
1511251505,68,52,68,35,68,60706,69,62
1511251806,68,14,68,53,68,60681,69,62
1511252105,68,26,68,89,68,60658,69,62
1511252405,68,64,68,90,68,60704,69,62
1511252707,68,91,68,56,68,60935,69,62
1511253005,68,95,68,163,68,60958,69,62
1511253305,68,106,68,135,68,60859,69,62
1511253605,68,90,68,57,68,60822,69,62
1511253905,68,86,68,80,68,60976,69,62
1511254205,68,46,68,145,68,61065,69,62
1511254505,68,20,68,85,68,61069,69,62
1511254807,68,73,68,119,68,61018,69,62
1511255105,68,68,68,44,68,61012,69,62
1511255405,68,64,68,24,68,60882,69,62
1511255706,69,78,69,75,69,61608,69,62
1511256005,68,18,68,49,68,61702,69,62
1511256306,69,17,69,55,69,61770,69,62
1511256605,69,51,69,65,69,61884,69,62
1511256905,68,30,68,44,69,61842,69,62
1511257206,68,30,68,48,68,61689,69,62
1511257505,68,58,68,34,68,61553,69,62
1511257806,68,73,68,39,68,61552,69,62
1511258106,68,58,68,37,68,61649,69,62
1511258407,68,64,68,35,68,61762,69,62
1511258705,68,47,68,54,68,61757,69,62
1511259006,68,103,68,26,68,61799,69,62
1511259305,68,49,68,45,68,61651,69,62
1511259606,68,77,68,30,68,61628,69,62
1511259907,68,116,68,51,68,61697,69,62
1511260206,68,152,68,23,68,61887,69,62
1511260506,68,99,68,47,68,61981,69,62
1511260806,68,35,68,42,68,62056,69,62
1511261105,68,47,68,29,68,62061,69,62
1511261406,68,61,68,40,68,62111,69,62
1511261706,68,33,68,39,68,62198,69,62
1511262005,68,71,68,26,68,62200,69,62
1511262305,68,80,68,35,68,62188,69,62
1511262606,68,70,68,40,68,62224,69,62
1511262905,68,65,68,32,68,62119,69,62
1511263206,68,44,68,38,68,62056,69,62
1511263507,68,96,68,37,68,61085,69,62
1511263805,68,90,68,52,68,60610,69,62
1511264106,68,103,68,78,68,60033,69,62
1511264406,68,60,68,110,68,59698,69,62
1511264706,68,74,68,23,68,59813,69,62
1511265005,68,38,68,81,68,59713,69,62
1511265305,68,25,68,55,68,59559,69,62
1511265606,68,30,68,51,68,59470,69,62
1511265905,68,36,68,23,68,58975,69,62
1511266205,68,45,68,26,68,58158,69,62
1511266506,67,44,67,21,67,57755,69,62
1511266805,67,106,67,24,67,57704,69,62
1511267107,67,0,67,0,67,57685,69,62
1511267407,67,69,67,47,67,57478,69,62
1511267706,67,179,67,42,67,57195,69,62
1511268006,67,30,67,77,67,57128,69,62
1511268306,67,64,67,20,67,56757,69,62
1511268606,67,17,67,82,67,56654,69,62
1511268905,67,40,67,58,67,56518,69,62
1511269206,67,21,67,26,67,56503,69,62
1511269506,67,20,67,65,67,56418,69,62
1511269806,67,36,67,56,67,56330,69,62
1511270105,67,58,67,62,67,56428,69,62
1511270406,67,29,67,63,67,56393,69,62
1511272506,68,41,68,54,68,56793,69,62
1511272807,68,69,68,16,68,56796,69,62
1511273105,68,62,68,51,68,56543,69,63
1511273406,68,126,68,32,68,55379,69,64
1511273706,68,147,68,24,68,53263,69,65
1511274006,68,70,68,16,68,52300,69,65
1511274305,68,98,68,44,68,51747,69,65
1511274606,68,116,68,9,68,51267,69,65
1511274906,68,42,68,39,68,50444,69,65
1511275206,68,43,68,33,68,49978,69,65
1511275507,68,60,68,49,68,49697,69,65
1511275806,68,59,68,55,68,49645,69,65
1511276106,68,51,68,19,68,49107,69,65
1511276406,68,27,68,75,68,48976,69,65
1511276706,68,80,68,56,68,48786,69,65
1511277005,0,-1,0,-1,0,-1,0,0
1511277305,67,18,67,49,67,48585,69,65
1511277606,67,56,67,34,67,48527,69,65
1511277905,67,58,67,62,67,48384,69,65
1511278205,68,61,68,53,68,48268,69,65
1511278506,67,68,67,36,67,48257,69,65
1511278807,67,18,67,81,67,48219,69,65
1511279106,67,53,67,26,67,48183,69,65
1511279406,68,34,68,136,68,47953,69,65
1511279705,68,23,68,78,68,47831,69,65
1511280006,68,41,68,30,68,47721,69,65
1511280306,67,85,67,32,67,47771,69,65
1511280605,67,78,67,20,67,47647,69,65
1511280906,67,25,67,55,67,47512,69,65
1511281205,67,100,67,25,67,47381,69,65
1511281506,67,58,67,14,67,47334,69,65
1511281805,67,104,67,16,67,47036,69,65
1511282106,67,28,67,25,67,46772,69,65
1511282405,68,56,68,6,68,46659,69,65
1511282706,67,65,67,51,67,46577,69,65
1511283005,68,97,68,46,68,46442,69,65
1511283306,68,47,68,46,68,46528,69,65
1511283906,67,34,67,35,67,46212,69,65
1511284206,67,53,67,28,67,45957,69,65
1511284505,68,32,68,26,68,44731,69,65
1511284806,68,22,68,52,68,44058,69,65
1511285106,68,23,68,27,68,43914,69,65
1511285405,68,116,68,47,68,43861,69,65
1511285706,68,49,68,52,68,43680,69,65
1511286005,67,28,67,16,67,43823,69,65
1511286306,67,11,67,81,67,43648,69,65
1511286606,68,49,68,59,68,43609,69,65
1511287206,68,26,68,80,68,43194,69,65
1511287506,67,650,67,30,67,43376,69,65
1511287805,68,116,68,22,68,43090,69,65
1511288106,68,0,68,0,68,43008,69,65
1511288406,67,53,67,51,67,43416,69,65
1511288706,67,115,67,70,67,43606,69,65
1511289006,67,57,67,30,67,43512,69,65
1511289306,67,74,67,33,67,43498,69,65
1511289606,67,76,67,18,67,43512,69,65
1511289906,67,74,67,70,67,43516,69,65
1511290206,67,136,67,18,67,43645,69,65
1511291108,67,67,67,13,67,44023,69,65
1511291407,67,64,67,35,67,44037,69,65
1511291706,67,163,67,28,67,44006,69,65
1511292007,67,534,67,42,67,44184,69,65
1511292606,68,30,68,25,68,44798,69,65
1511292905,68,595,68,23,68,44821,69,65
1511293207,68,24,68,38,68,44505,69,65
1511293505,68,51,68,65,68,44307,69,65
1511293807,68,58,68,36,68,44196,69,65
1511294105,68,34,68,95,68,44208,69,65
1511294407,67,529,67,55,67,44184,69,65
1511294705,68,156,68,35,68,44122,69,65
1511295006,68,49,68,32,68,44146,69,65
1511295305,68,257,68,34,68,43990,69,65
1511295605,68,192,68,84,68,44082,69,65
1511295906,68,39,68,74,68,44458,69,65
1511296205,68,26,68,22,68,44533,69,65
1511296506,68,85,68,96,68,44205,69,65
1511296807,68,66,68,52,68,44254,69,65
1511297407,68,47,68,22,68,43989,69,65
1511297706,68,48,68,101,68,43906,69,65
1511298005,68,65,68,56,68,43924,69,65
1511298306,68,71,68,40,68,43908,69,65
1511298605,68,19,68,51,68,43918,69,65
1511298905,68,1061,68,62,68,44013,69,65
1511299206,68,466,68,57,68,44423,69,65
1511299505,68,449,68,74,68,44619,69,65
1511299805,68,113,68,25,68,44830,69,65
1511300106,68,468,68,73,68,44931,69,65
1511300405,68,91,68,88,68,45110,69,65
1511300705,68,117,68,31,68,45100,69,65
1511301006,68,60,68,89,68,45081,69,65
1511301305,68,49,68,28,68,45051,69,65
1511301606,68,128,68,63,68,45013,69,65
1511301906,69,171,69,20,69,45594,69,65
1511302205,68,96,68,47,68,45562,69,65
1511302506,68,129,68,98,68,45476,69,65
1511302806,68,61,68,63,68,45306,69,66
1511303106,68,59,68,75,68,45191,69,66
1511303406,68,218,68,27,68,45099,69,66
1511303706,68,480,68,102,68,45111,69,66
1511304006,68,166,68,79,68,45014,69,66
1511304306,68,104,68,68,68,43447,69,66
1511304606,68,234,68,42,68,42447,69,66
1511304906,68,94,68,26,68,41727,69,66
1511305206,68,241,68,137,68,41605,69,66
1511305506,68,219,68,72,68,40928,69,66
1511305806,68,59,68,74,68,40759,69,66
1511306106,68,79,68,47,68,40386,69,66
1511306405,68,253,68,26,68,40349,69,66
1511306705,68,81,68,30,68,40326,69,66
1511307005,68,84,68,18,68,40304,69,66
1511307305,68,61,68,18,68,40219,69,66
1511307606,68,227,68,27,68,40031,69,66
1511307908,68,258,68,28,68,39979,69,66
1511308206,68,185,68,29,68,39935,69,66
1511308505,68,135,68,45,68,39842,69,66
1511308806,68,198,68,33,68,39584,69,66
1511309106,68,86,68,27,68,39553,69,66
1511309406,68,94,68,48,68,39481,69,66
1511309707,68,46,68,37,68,39330,69,66
1511310007,68,88,68,30,68,39292,69,66
1511310305,68,52,68,38,68,39370,69,66
1511310606,68,34,68,160,68,39323,69,66
1511310906,68,36,68,106,68,39303,69,66
1511311205,68,53,68,30,68,39451,69,66
1511311506,68,146,68,58,68,39405,69,66
1511311805,68,50,68,120,68,39417,69,66
1511312106,69,52,69,74,69,39425,69,66
1511312405,70,64,70,105,70,41089,70,66
1511312706,69,22,69,37,69,41525,70,66
1511313006,69,63,69,105,69,41641,70,66
1511313306,69,102,69,40,69,41703,70,66
1511313606,69,63,69,28,69,41733,70,66
1511313906,69,76,69,17,69,41708,70,66
1511314206,69,33,69,51,69,41728,70,66
1511314506,69,47,69,31,69,41817,70,66
1511314806,69,39,69,60,69,41800,70,66
1511315105,69,31,69,62,69,41891,70,66
1511315406,69,79,69,81,69,41887,70,66
1511315705,69,71,69,85,69,41697,70,66
1511316006,69,45,69,87,69,41662,70,66
1511316305,70,49,70,52,70,42188,70,66
1511316606,70,46,70,11,70,43348,71,66
1511316905,71,39,71,169,71,43671,71,66
1511317205,70,65,70,14,70,44197,71,66
1511317505,70,37,70,53,70,44552,71,66
1511317805,70,38,70,53,70,44617,71,66
1511318106,70,71,70,44,70,44691,71,66
1511318405,70,41,70,24,70,44819,71,66
1511318705,71,38,71,39,71,45379,71,66
1511319005,71,48,71,35,71,46231,71,66
1511319306,71,66,71,18,71,46740,71,66
1511319606,71,39,71,23,71,46964,71,66
1511319905,71,122,71,18,71,46970,72,66
1511320205,71,59,71,24,71,47181,72,66
1511320505,71,158,71,86,71,47277,72,66
1511320805,71,84,71,18,71,47555,72,66
1511321106,71,89,71,22,71,47793,72,66
1511321406,71,101,71,31,71,47908,72,66
1511321705,71,73,71,14,71,47938,72,66
1511322005,71,178,71,60,71,48147,72,66
1511322306,71,164,71,78,71,48319,72,66
1511322607,71,71,71,12,71,48387,72,66
1511322906,71,41,71,81,71,48984,72,66
1511323206,71,66,71,13,71,49167,72,66
1511323505,71,43,71,46,71,49394,72,66
1511323805,71,59,71,29,71,49444,72,66
1511324106,71,55,71,101,71,49484,72,66
1511324406,71,95,71,107,71,49349,72,66
1511324706,71,50,71,175,71,49398,72,66
1511325006,71,77,71,19,71,49778,72,66
1511325305,71,88,71,22,71,49991,72,66
1511325605,71,71,71,41,71,50104,72,66
1511325905,71,29,71,29,71,50150,72,66
1511326205,71,95,71,37,71,50197,72,66
1511326505,71,74,71,13,71,50276,72,66
1511326805,71,32,71,108,71,50329,72,66
1511327107,71,25,71,57,71,50307,72,66
1511327405,71,28,71,83,71,50341,72,67
1511327706,71,65,71,51,71,50330,72,67
1511328005,71,33,71,57,71,50337,72,67
1511328306,71,26,71,42,71,50308,72,67
1511328605,71,28,71,89,71,50292,72,67
1511328905,71,15,71,81,71,50216,72,67
1511329206,71,21,71,141,71,50706,72,67
1511329506,71,45,71,100,71,50777,72,67
1511329805,71,20,71,27,72,50771,72,67
1511330106,72,60,72,82,72,49133,72,67
1511330406,72,34,72,97,72,48263,72,67
1511330705,71,59,71,39,71,48088,72,67
1511331005,71,29,71,62,71,47983,72,67
1511331306,71,37,71,43,71,47894,72,67
1511331605,72,32,72,18,71,47673,72,67
1511331905,72,28,72,46,72,47540,72,67
1511332207,72,74,72,63,72,47412,72,67
1511332506,71,30,71,38,71,47450,72,67
1511332805,71,27,71,48,71,47461,72,67
1511333106,71,73,71,23,71,47685,72,67
1511333405,71,103,71,24,71,47788,72,67
1511333705,71,53,71,81,71,47644,72,67
1511334009,71,76,71,45,71,47841,72,67
1511334306,71,119,71,23,71,47843,72,67
1511334606,71,80,71,48,71,47689,72,67
1511334906,71,34,71,45,71,47716,72,67
1511335206,71,54,71,62,71,47639,72,67
1511335506,71,74,71,90,71,47578,72,67
1511335805,71,80,71,101,71,47577,72,67
1511336105,71,20,71,107,71,47474,72,67
1511336406,71,26,71,47,71,47570,72,67
1511336707,71,30,71,46,71,47584,72,67
1511337005,71,42,71,62,71,47713,72,67
1511337305,71,110,71,32,71,47819,72,67
1511337606,71,46,71,38,71,47860,72,67
1511337905,71,51,71,33,71,47949,72,67
1511338206,71,36,71,90,71,47954,72,67
1511338505,72,34,72,27,72,47999,72,67
1511338806,72,12,72,61,72,47945,72,67
1511339107,71,27,71,63,71,47669,72,67
1511339406,71,23,71,121,71,47573,72,67
1511339706,71,35,71,39,71,48338,72,67
1511340005,71,63,71,55,71,48471,72,67
1511340306,71,57,71,39,71,48312,72,67
1511340606,70,112,70,35,70,48449,72,67
1511340907,71,62,71,61,71,48602,72,67
1511341206,71,59,71,63,71,48773,72,67
1511341505,71,67,71,107,71,49024,72,67
1511341805,71,35,71,27,71,49185,72,67
1511342105,71,43,71,58,71,48402,72,67
1511342405,71,52,71,69,71,48256,72,67
1511342705,71,91,71,23,71,48209,72,67
1511343006,71,100,71,28,71,47911,72,67
1511343306,71,57,71,65,71,47841,72,67
1511343606,71,58,71,20,71,47821,72,67
1511345405,71,27,71,45,71,47530,72,67
1511345705,71,31,71,34,71,47583,72,67
1511346005,71,128,71,35,71,47572,72,67
1511346306,71,27,71,39,71,47533,72,67
1511346606,71,58,71,38,71,47359,72,67
1511346906,71,47,71,63,71,47222,72,67
1511347206,71,90,71,60,71,47128,72,67
1511347506,71,50,71,47,71,47198,72,67
1511347806,71,40,71,48,71,47162,72,67
1511348105,71,95,71,45,71,47124,72,67
1511348406,71,69,71,32,71,47099,72,67
1511348705,71,47,71,72,71,47133,72,67
1511349006,72,52,72,83,72,47539,72,67
1511349306,72,88,72,34,72,47853,72,67
1511349605,72,75,72,81,72,48037,72,67
1511349905,72,95,72,104,72,48042,72,67
1511350206,71,42,71,15,71,48096,72,67
1511350506,71,31,71,37,71,48183,72,67
1511350806,71,44,71,54,71,48174,72,67
1511351105,71,54,71,43,71,48418,72,67
1511351407,71,66,71,118,71,48418,72,67
1511351706,71,41,71,122,71,48439,72,67
1511352005,71,45,71,126,71,48444,72,67
1511352305,71,99,71,67,71,48453,72,67
1511352606,71,55,71,24,71,48488,72,67
1511352906,71,57,71,26,71,48396,72,67
1511353205,70,133,70,190,70,49536,72,67
1511353505,71,31,71,30,71,49657,72,67
1511353806,71,62,71,27,71,49837,72,67
1511354106,71,20,71,76,71,49612,72,67
1511354406,71,117,71,46,71,49527,72,67
1511354705,71,57,71,106,71,49562,72,67
1511355005,71,42,71,100,71,49579,72,67
1511355306,71,22,71,48,71,49569,72,67
1511355605,71,38,71,61,71,49749,72,67
1511355906,71,37,71,19,71,49764,72,67
1511356206,71,49,71,31,71,49718,72,67
1511356506,71,67,71,31,71,49585,72,67
1511356806,71,37,71,31,71,49557,72,67
1511357105,71,31,71,46,71,49631,72,67
1511357406,71,67,71,84,71,49790,72,67
1511357705,71,67,71,28,71,49683,72,67
1511358006,71,46,71,54,71,49263,72,67
1511358305,71,43,71,37,71,49181,72,67
1511358605,72,91,72,135,72,49269,72,67
1511358906,72,57,72,91,72,49725,72,67
1511359206,71,40,71,80,71,49603,72,67
1511359505,71,63,71,86,71,49512,72,67
1511359806,71,68,71,29,71,49464,72,67
1511360107,71,45,71,32,71,49416,72,67
1511360405,71,56,71,58,71,49384,72,67
1511360707,72,36,72,52,72,50129,72,67
1511361006,72,38,72,57,72,50063,72,67
1511361306,72,52,72,60,72,50073,72,67
1511361605,72,55,72,35,72,49930,72,67
1511361906,72,51,72,54,72,49884,72,67
1511362206,72,45,72,127,72,49829,72,67
1511362506,72,30,72,38,72,49851,72,67
1511362806,72,63,72,33,72,49862,72,67
1511363106,71,44,71,41,71,49918,72,67
1511363405,71,40,71,63,71,49934,72,67
1511363706,71,35,71,61,71,49836,72,67
1511364006,71,27,71,52,71,49752,72,67
1511364306,71,28,71,80,71,49777,72,67
1511364606,71,31,71,58,71,49733,72,67
1511364906,71,71,71,104,71,49681,72,67
1511365206,72,46,72,44,72,49711,72,67
1511365506,72,38,72,83,72,49735,72,67
1511365806,72,81,72,89,72,49682,72,67
1511366105,72,138,72,41,72,49872,72,67
1511366407,72,202,72,47,72,50019,72,67
1511366706,72,80,72,28,72,49902,72,67
1511367006,72,77,72,51,72,50112,72,67
1511367305,72,46,72,21,72,50185,72,67
1511367605,72,161,72,23,72,50210,72,67
1511367906,72,153,72,13,72,50342,72,67
1511368205,72,164,72,23,72,50343,72,67
1511368506,72,104,72,28,72,50301,72,67
1511368805,72,77,72,33,72,50711,72,67
1511369105,72,106,72,22,72,50786,72,67
1511369405,72,32,72,27,72,50827,72,67
1511369705,72,59,72,39,72,50684,72,67
1511370005,72,76,72,25,72,50937,73,67
1511370305,72,34,72,38,72,51011,73,67
1511370605,72,72,72,22,72,51128,73,67
1511370905,72,46,72,17,72,51104,73,67
1511371206,72,33,72,68,72,51154,73,67
1511371507,72,48,72,42,72,51097,73,67
1511371806,72,52,72,30,72,51116,73,67
1511372105,72,40,72,12,72,51212,73,67
1511372407,73,181,73,19,73,51530,73,67
1511372706,72,39,72,19,72,51681,73,67
1511373006,72,38,72,93,72,51895,73,67
1511373306,72,32,72,51,72,52032,73,67
1511373605,72,24,72,43,72,52110,73,67
1511373906,72,27,72,61,72,51906,73,67
1511374206,72,16,72,78,72,51948,73,67
1511374506,72,57,72,38,72,51950,73,67
1511374806,72,28,72,36,72,51436,73,67
1511375107,72,46,72,59,72,51246,73,67
1511375406,72,55,72,48,72,51152,73,67
1511375706,72,141,72,60,72,51408,73,67
1511376006,72,157,72,16,72,51670,73,67
1511376305,72,19,72,33,72,51904,73,67
1511376606,72,64,72,33,72,51801,73,67
1511376905,72,43,72,48,72,51535,73,67
1511377206,72,40,72,31,72,51448,73,67
1511377506,72,109,72,25,72,51412,73,67
1511377805,71,47,71,20,71,51583,73,67
1511378105,71,79,71,19,71,51643,73,67
1511378406,72,47,72,23,72,51519,73,67
1511378706,72,36,72,11,72,51111,73,67
1511379007,72,72,72,23,72,50976,73,67
1511379306,72,44,72,27,72,50979,73,67
1511379605,72,32,72,14,72,50950,73,67
1511379905,72,28,72,52,72,50944,73,67
1511380206,72,31,72,39,72,50944,73,67
1511380505,72,31,72,24,72,50819,73,67
1511380806,72,22,72,51,72,50828,73,67
1511381105,72,28,72,84,72,50867,73,68
1511381406,72,69,72,36,72,51024,73,68
1511381706,71,39,71,66,71,51140,73,68
1511382005,71,53,71,25,71,51470,73,68
1511382306,72,46,72,37,72,51098,73,68
1511382605,72,43,72,15,72,51043,73,68
1511382905,72,33,72,17,72,51003,73,68
1511383206,71,31,71,23,71,50912,73,68
1511383505,72,41,72,17,72,50904,73,68
1511383806,72,38,72,32,72,50882,73,68
1511384106,71,31,71,45,71,50877,73,68
1511384407,72,36,72,43,72,50858,73,68
1511384705,71,40,71,222,71,50845,73,68
1511385005,72,42,72,31,72,50759,73,68
1511385307,72,29,72,34,72,50702,73,68
1511385606,72,40,72,60,72,50524,73,68
1511385908,72,35,72,78,72,50303,73,68
1511386206,72,41,72,52,72,50107,73,68
1511386506,72,21,72,35,72,50036,73,68
1511386806,72,18,72,35,72,49766,73,68
1511387106,72,54,72,41,72,49848,73,68
1511387406,72,48,72,31,72,49908,73,68
1511387705,72,46,72,57,72,49896,73,68
1511388006,72,27,72,42,72,49861,73,68
1511388306,71,25,71,29,71,49319,73,68
1511388606,72,33,72,25,72,49259,73,68
1511388905,72,38,72,19,72,49212,73,68
1511389206,72,41,72,37,72,49273,73,68
1511389506,71,61,72,18,72,49278,73,68
1511389805,71,35,71,38,71,49258,73,68
1511390106,71,52,71,40,71,49166,73,68
1511390405,72,33,72,41,72,48933,73,68
1511390706,72,19,72,66,72,48956,73,68
1511391007,72,18,72,87,72,48985,73,68
1511391306,72,30,72,42,72,48822,73,68
1511391605,72,23,72,57,72,48661,73,68
1511391906,72,39,72,27,72,48698,73,68
1511392206,72,26,72,34,72,48678,73,68
1511392506,72,76,72,41,72,48569,73,68
1511392805,71,37,71,53,71,48574,73,68
1511393106,71,53,71,34,71,48568,73,68
1511393406,71,36,71,61,71,49900,73,68
1511393706,71,65,71,68,71,50294,73,68
1511394006,71,72,71,34,71,50502,73,68
1511394306,71,105,71,47,71,50611,73,68
1511394606,71,97,71,50,71,50620,73,68
1511394905,71,66,71,52,71,50663,73,68
1511395206,71,35,71,44,71,50721,73,68
1511395505,71,33,71,34,71,50773,73,68
1511395806,71,46,71,33,71,51112,73,68
1511396105,71,88,71,35,71,51140,73,68
1511396406,71,76,71,22,71,51112,73,68
1511396706,71,55,71,43,71,51037,73,68
